,url,label
747,"['http://t.co/Q9PBW8Txam', 'http://t.co/t3Ooc8clBN']",no-clickbait
748,"['http://t.co/H1Qm1Xg5po', 'http://t.co/rOzdKPc39U']",no-clickbait
749,"['http://t.co/pCoF5MFw0t', 'http://t.co/SkirpgcPlG']",no-clickbait
750,"['http://t.co/TNq3UC4TXz', 'http://t.co/Cus93l16SK']",no-clickbait
751,['https://t.co/q2rJIJoLdG'],no-clickbait
752,"['http://t.co/rWukv69WDz', 'http://t.co/3ZL9EaolR3']",clickbait
753,"['http://t.co/1ON1ruM91x', 'http://t.co/sLYM6htMPj']",clickbait
754,"['http://t.co/eL7pcBKEoK', 'http://t.co/4VpsFc6P9O']",no-clickbait
755,"['http://t.co/qHssWyyDYa', 'http://t.co/tInUXlzAl6']",no-clickbait
756,"['http://t.co/d2hT0lKJau', 'http://t.co/z5mg96QPKj']",no-clickbait
757,['http://t.co/lN37cHJYGa'],no-clickbait
758,"['http://t.co/4RWWEphFca', 'http://t.co/JKbo3SlxKE']",no-clickbait
759,"['http://t.co/AvvongpHYr', 'http://t.co/dnY8nBmdgu']",no-clickbait
760,['http://t.co/FiEo6Dat0B'],no-clickbait
761,"['http://t.co/mpnCch9CiR', 'http://t.co/gqeQd0yC9H']",no-clickbait
762,"['http://t.co/ChqlkqyDJJ', 'http://t.co/K0JRyha5lz']",no-clickbait
763,"['http://t.co/nMmBh2LlRG', 'http://t.co/otEGteVHOm']",no-clickbait
764,['http://t.co/o8UD3pdWSD'],clickbait
765,['http://t.co/9JwkXG7HaU'],clickbait
766,"['http://t.co/4hi2gNCYNW', 'http://t.co/6qMeBHqlKV']",no-clickbait
767,"['http://t.co/Ozk55uSi3K', 'http://t.co/c5nlrkjsaQ']",no-clickbait
768,['http://t.co/40F1gUYPAx'],clickbait
769,"['http://t.co/gPEIiTxC0a', 'http://t.co/']",no-clickbait
770,['http://t.co/eSkWXIQ20t'],no-clickbait
771,"['http://t.co/OKnFXg2O1c', 'http://t.co/kOfjgFZ5rX']",no-clickbait
772,"['http://t.co/ft6PSL7hnk', 'http://t.co/jKtG3i9AQb']",no-clickbait
773,"['http://t.co/RQEKjymDYA', 'http://t.co/z603X8qU98']",no-clickbait
774,"['http://t.co/UGs5j36umH', 'http://t.co/HuzO']",clickbait
775,['http://t.co/D9Bq0rUPJ8'],no-clickbait
776,"['http://t.co/OPEFenFdyX', 'http://t.co/W85MAVZNYS']",no-clickbait
777,['http://t.co/DHxIMH8Ubp'],no-clickbait
778,['http://t.co/NcdfJZR1tu'],clickbait
779,"['http://t.co/wNIOA4sXpk', 'http://t.co/tNN']",clickbait
780,"['http://t.co/ANriFsH6c9', 'http://t.co/0adkz2kZwR']",no-clickbait
781,"['http://t.co/7Ico5zw78X', 'http://t.co/GEwzCXyDnc']",no-clickbait
782,['http://t.co/muParPULYu'],clickbait
783,"['http://t.co/e4PBtpX69d', 'http://t.co/T9TjuYEiJK']",no-clickbait
784,['http://t.co/WPSLzFR5Ku'],no-clickbait
785,"['http://t.co/6ZpFGjSCRQ', 'http://t.co/Lk6AwIxY5L']",no-clickbait
786,['http://t.co/0l8jRramFr'],no-clickbait
787,['http://t.co/E7ShnkhdqS'],no-clickbait
788,['http://t.co/tjPMYIkjXP'],clickbait
789,['http://t.co/c16qpatwKj'],no-clickbait
790,"['http://t.co/mMj04m3lWf', 'http://t.co/HRkX87JRAQ']",no-clickbait
791,"['http://t.co/sKwKqOrbpB', 'http://t.co/4wsLT3eITa']",no-clickbait
792,['http://t.co/wBSe7QcqCQ'],no-clickbait
793,"['http://t.co/DxZlUiiADF', 'http://t.co/nTGUIAGQYi']",no-clickbait
794,"['http://t.co/tu04AYxVo9', 'http://t.co/lZvScOBw76']",no-clickbait
795,['http://t.co/3xh2Y8HPl4'],clickbait
796,"['http://t.co/CpoKnBDn98', 'http://t.co/K94cg2r72I']",no-clickbait
797,['http://t.co/FajcTFfKiP'],no-clickbait
798,"['http://t.co/zvHnRk49X9', 'http://t.co/BdgqkDkG0w']",no-clickbait
799,['http://t.co/GP6vDxAWTZ'],clickbait
800,"['http://t.co/AnssrmKoNQ', 'http://t.co/GviYAfvQyp']",no-clickbait
801,"['http://t.co/Ex8XeNfe3U', 'http://t.co/WRjdvCoEAA']",no-clickbait
802,['http://t.co/HhFqCJWw7o'],no-clickbait
803,"['http://t.co/5RPJO7mPD8', 'http://t.co/guYSxFvqe2']",no-clickbait
804,"['http://t.co/zu93sEjX7Z', 'http://t.co/snoOjljYgC']",no-clickbait
805,"['http://t.co/jK1Rm4shJX', 'http://t.co/zbaLuZzTwN']",no-clickbait
806,"['http://t.co/Ex8XeNfe3U', 'http://t.co/2TFCzBu7AK']",no-clickbait
807,"['http://t.co/cOvcX9ecok', 'http://t.co/uPjgSMybjE']",no-clickbait
808,['http://t.co/tcyRA4kBdb'],no-clickbait
809,"['http://t.co/Ex8XeNfe3U', 'http://t.co/IpJuAqA87V']",no-clickbait
810,['http://t.co/vu1k35SmcQ'],no-clickbait
811,['http://t.co/myKbysOL7f'],clickbait
812,['http://t.co/rh51WVroqu'],clickbait
813,"['http://t.co/Ex8XeNfe3U', 'http://t.co/Mx3vTBNmR3']",no-clickbait
814,['http://t.co/zZULSXj3oZ'],clickbait
815,"['http://t.co/ApoZGDCAR8', 'http://t.co/2KwgtheC1u']",clickbait
816,['http://t.co/Ih8WTcUvJX'],no-clickbait
817,"['http://t.co/SJzDfyP2LD', 'http://t.co/OICbdqQsht']",no-clickbait
818,"['http://t.co/h3ILj8hAFe', 'http://t.co/omfguDcqT8']",clickbait
819,"['http://t.co/qXgnGMZSFR', 'http://t.co/vGMfHoJH9Z']",clickbait
820,['http://t.co/E3er0JLENH'],clickbait
821,"['http://t.co/PBtunhBrbf', 'http://t.co/fvz0ExZTQO']",clickbait
822,"['http://t.co/IhZ6ssmwiP', 'http://t.co/8JNfHIKo0U']",no-clickbait
823,['http://t.co/pHQvupkS5X'],no-clickbait
824,"['http://t.co/ZVKGy4U7Hy', 'http://t.co/SizuJTKfCr']",no-clickbait
825,['http://t.co/2p1haL8t0C'],no-clickbait
826,"['http://t.co/nE1Ay2zJVR', 'http://t.co/fitCmLteXs']",no-clickbait
827,"['http://t.co/UQMSd5TKbb', 'http://t.co/wXNSVoHs7B']",clickbait
828,"['http://t.co/lIvS5czxHp', 'http://t.co/1hWmu1GxPg']",no-clickbait
829,"['http://t.co/Pehp51fnhx', 'http://t.co/K03TX9hFOh']",no-clickbait
830,"['http://t.co/ePKDv8bMQG', 'http://t.co/0sElAIbeHh']",no-clickbait
831,['http://t.co/o13W1fy6RT'],no-clickbait
832,"['http://t.co/E1j9yEwfaw', 'http://t.co/TNLGMagiSW']",no-clickbait
833,"['http://t.co/e1awq8PMMY', 'http://t.co/JYeM8tdUh4']",no-clickbait
834,"['http://t.co/UQMSd5TKbb', 'http://t.co/0nGyQOjMkN']",clickbait
835,"['http://t.co/TSJ4aTZcBd', 'http://t.co/HjPhgy7M5V']",no-clickbait
836,['http://t.co/0ILLyk9Ro5'],no-clickbait
837,['http://t.co/MI4AL9ZDa6'],no-clickbait
838,"['http://t.co/DFBTR5e1Za', 'http://t.co/PRf0p5WULD']",no-clickbait
839,"['http://t.co/94kMAv06Vy', 'http://t.co/I1Jb09DKMQ']",no-clickbait
840,"['http://t.co/0vwRLlgCOc', 'http://t.co/yhA2Drfttd']",no-clickbait
841,['http://t.co/6uE31QlVGj'],no-clickbait
842,"['http://t.co/tIyDBw74x1', 'http://t.co/EQmtSQHaKc']",no-clickbait
843,"['http://t.co/gP82urbDWu', 'http://t.co/']",no-clickbait
844,['http://t.co/8W2axVfWEn'],clickbait
845,"['http://t.co/BFddraBmxD', 'http://t.co/agHRFI4Q0Y']",clickbait
846,"['http://t.co/GjQiooN6qj', 'http://t.co/a6eLQQhTgv']",no-clickbait
847,"['http://t.co/P0g4Twc4Oq', 'http://t.co/gGSvpq1nD7']",no-clickbait
848,"['http://t.co/1Rz9YWEe72', 'http://t.co/38WshfMjuA']",no-clickbait
849,['http://t.co/l9sEyE58OF'],no-clickbait
850,"['http://t.co/amwzRAU6Zg', 'http://t.co/MQI8PE1X8u']",no-clickbait
851,"['http://t.co/w1v3Ki9caK', 'http://t.co/127ojocxlI']",no-clickbait
852,"['http://t.co/D6e0IcGXoo', 'http://t.co/8Qe8IpsZj0']",clickbait
853,['http://t.co/LLpdIQa7KE'],clickbait
854,['http://t.co/yq5puGScUr'],no-clickbait
855,"['http://t.co/O5GNbGfWGs', 'http://t.co/bcieeB5mDo']",no-clickbait
856,['http://t.co/4olgiJAS4S'],no-clickbait
857,"['http://t.co/0MU8mcc4B9', 'http://t.co/CH2TxPs9Of']",no-clickbait
858,"['http://t.co/5U7vE5mBdO', 'http://t.co/jRQP1GNu0V']",no-clickbait
859,['http://t.co/1Qn7EvLFg7'],no-clickbait
860,['http://t.co/8UqzPETeRZ'],no-clickbait
861,['http://t.co/VHv44amrOh'],clickbait
862,['http://t.co/pk0Zlb3nyq'],no-clickbait
863,"['http://t.co/Q57WFUAoG1', 'http://t.co/Edck2B1wQL']",clickbait
864,['http://t.co/CLdLqzZgkv'],no-clickbait
865,"['http://t.co/594WruEhGf', 'http://t.co/FHsw0V3DfD']",no-clickbait
866,['http://t.co/Y5Zv2C9bjW'],clickbait
867,"['http://t.co/zqC6Aodhaf', 'http://t.co/hTwhPTE3CF']",no-clickbait
868,['http://t.co/ZvDam2niDJ'],no-clickbait
869,['http://t.co/sbu697adeB'],no-clickbait
870,['http://t.co/dbgbealuj9'],no-clickbait
871,"['http://t.co/PQJsDbwkPx', 'http://t.co/WkBPJsaiup']",no-clickbait
872,"['http://t.co/6rBgB2xFiF', 'http://t.co/One']",no-clickbait
873,"['http://t.co/ecNYdonEV1', 'http://t.co/Lr95QiEEIT']",no-clickbait
874,"['http://t.co/whceA7NqNg', 'http://t.co/sIG']",no-clickbait
875,"['http://t.co/yogQ2fSyZu', 'http://t.co/Ewh5u3HF1x']",no-clickbait
876,['http://t.co/HT2QQqJAhL'],clickbait
877,"['http://t.co/01wEkXW3AR', 'http://t.co/tfDz1r7h7C']",clickbait
878,"['http://t.co/J7BP3XfEFd', 'http://t.co/SpXkG8reQs']",no-clickbait
879,"['http://t.co/udm5P6ezi3', 'http://t.co/iiGqeEOPo1']",no-clickbait
880,['http://t.co/xLRnwWwPgt'],no-clickbait
881,['http://t.co/cGY34N4sRj'],no-clickbait
882,['http://t.co/zzSwdiSbev'],no-clickbait
883,['http://t.co/B8UzvkmpEt'],clickbait
884,['http://t.co/1u5W5H8j5m'],no-clickbait
885,['http://t.co/9qIilN8KAO'],clickbait
886,"['http://t.co/h3ILj8hAFe', 'http://t.co/50LrKG4iPb']",clickbait
887,['http://t.co/fNVQc21Wcx'],no-clickbait
888,"['http://t.co/3Sx5IdWVXK', 'http://t.co/pFjYk8OVXm']",no-clickbait
889,"['http://t.co/4Dy666DpKC', 'http://t.co/igIEr2dQG6']",no-clickbait
890,"['http://t.co/btZKiSd99I', 'http://t.co/9vQNJwP2EN']",no-clickbait
891,"['http://t.co/OFygpiAPI0', 'http://t.co/H79CptUMjA']",no-clickbait
892,"['http://t.co/C414Xg6RWe', 'http://t.co/3xoWkpX8mw']",no-clickbait
893,"['http://t.co/mZPZ8c688j', 'http://t.co/Rbs1DvT1c7']",no-clickbait
894,"['http://t.co/WpOWtFyh2u', 'http://t.co/895cNJw9EV']",clickbait
895,"['http://t.co/tsyFFGMNiM', 'http://t.co/UL4HKw0KyX']",no-clickbait
896,"['http://t.co/biFToeabv3', 'http://t.co/qLsni9Cfcm']",no-clickbait
897,['http://t.co/ibxp5KS9RR'],no-clickbait
898,"['http://t.co/J7BP3XfEFd', 'http://t.co/Tx5Ku4TBza']",no-clickbait
899,"['http://t.co/xft6LRYiK4', 'http://t.co/NNClxR3x39']",no-clickbait
900,"['http://t.co/IIFbcH8klF', 'http://t.co/rM2lOdaEwJ']",clickbait
901,"['http://t.co/NUc3GOnMIA', 'http://t.co/yfEyPZqeZC']",no-clickbait
902,"['http://t.co/BnUZz1ECkx', 'http://t.co/LBPL4yld9r']",no-clickbait
903,"['http://t.co/mOgzVAPvYu', 'http://t.co/YI6Ls8G24R']",clickbait
904,"['http://t.co/e3nE7K3Usc', 'http://t.co/kZYeyBZEpl']",no-clickbait
905,"['http://t.co/EEfuaeLVUd', 'http://t.co/TtbYIaQQzW']",clickbait
906,"['http://t.co/E0oEEdIlUv', 'http://t.co/CFq9GoW2i6']",no-clickbait
907,['http://t.co/vy3g'],no-clickbait
908,"['http://t.co/8RjvAKChkD', 'http://t.co/K7yORA09ZW']",no-clickbait
909,[],clickbait
910,"['http://t.co/WGDCsujP8E', 'http://t.co/roUsnPQryQ']",no-clickbait
911,['http://t.co/QjX7b7Cjta'],no-clickbait
912,"['http://t.co/1iQVXrVhbB', 'http://t.co/ipbzfxu7Uk']",no-clickbait
913,"['http://t.co/CNghfDkecr', 'http://t.co/gwXpTfg8yr']",no-clickbait
914,"['http://t.co/jKU42JGRT3', 'http://t.co/BZYU92vUhw']",no-clickbait
916,"['http://t.co/pCoF5MnV8V', 'http://t.co/SkirpgcPlG']",no-clickbait
917,['http://t.co/RJXVD8INu7'],no-clickbait
918,"['http://t.co/F7tldhDWy0', 'http://t.co/WTyks8ZKlo']",no-clickbait
919,"['http://t.co/IaFX6u1Vy2', 'http://t.co/kyR8oub2Oj']",no-clickbait
920,"['http://t.co/UCJk3JtuDD', 'http://t.co/GgPvTUbUcm']",no-clickbait
921,['http://t.co/rh0pLqKe6z'],no-clickbait
922,"['http://t.co/YwkvX1UVep', 'http://t.co/OJUpCwmLzw']",no-clickbait
923,['https://t.co/VOx82WVi2L'],no-clickbait
924,['http://t.co/mgdEZW54Tu'],no-clickbait
925,['http://t.co/hixcgT2mzr'],no-clickbait
926,"['http://t.co/3civEkMS7g', 'http://t.co/Tioj']",clickbait
927,"['https://t.co/A9IcBMtqpR', 'http://t.co/QZUr5Nw5Gk']",no-clickbait
928,"['http://t.co/RaoXqNkFvH', 'http://t.co/vwAVNMja5o']",no-clickbait
929,"['http://t.co/SCyf1WaSrE', 'http://t.co/kNI4i3AR1U']",no-clickbait
930,"['http://t.co/mcYQzO2EtL', 'http://t.co/RqpoWW']",no-clickbait
931,['http://t.co/2b8CmGHNLZ'],clickbait
932,"['http://t.co/xBb1Qwktdu', 'http://t.co/DugT2izp']",no-clickbait
933,"['http://t.co/u7dglirFcH', 'http://t.co/mRpyo1Wrc2']",no-clickbait
934,"['http://t.co/9RaW2G0tKJ', 'http://t.co/WVs81PSt8O']",clickbait
935,"['http://t.co/ztuxQmOEHr', 'http://t.co/bnO8G8fTU7']",no-clickbait
936,['http://t.co/cvOdc5O1EN'],no-clickbait
937,"['http://t.co/S92DSIuzWJ', 'http://t.co/Axv2I7PboN']",no-clickbait
938,"['http://t.co/2nK2NJhHVp', 'http://t.co/cfrFp5Pxl9']",no-clickbait
940,"['http://t.co/hR9yE5bWZu', 'http://t.co/7HzcZQkW1k']",no-clickbait
941,"['http://t.co/craztP0oex', 'http://t.co/yNHY25oP7m']",no-clickbait
942,"['http://t.co/Htff1nqOth', 'http://t.co/SQnJcAaynj']",clickbait
943,['http://t.co/8IbPsid0pm'],clickbait
944,['http://t.co/Lywguj5WMW'],no-clickbait
945,['http://t.co/c16UuzIJr6'],no-clickbait
947,"['http://t.co/sRCNDqwhAw', 'http://t.co/GTvlVtogXV']",no-clickbait
948,['http://t.co/EIBGvxULag'],no-clickbait
949,"['http://t.co/oKyyzZsKuU', 'http://t.co/742IQZmAHF']",no-clickbait
950,['https://t.co/4SonLMHAzB'],clickbait
952,"['http://t.co/iu1JbsqYDL', 'http://t.co/kBoqljgERc']",no-clickbait
953,"['http://t.co/iCWdBeXWYk', 'http://t.co/bYSkXy0dgM']",no-clickbait
954,"['http://t.co/tKVK3vbyb2', 'http://t.co/OJCZZ0dC0z']",clickbait
955,['http://t.co/sMo4eB2Xqf'],clickbait
956,"['http://t.co/FXHREppMNe', 'http://t.co/2yQzVi6pgk']",no-clickbait
957,"['http://t.co/AN2GvaQyCp', 'http://t.co/YNHGqVb6RD']",no-clickbait
958,['http://t.co/BnX753oBxj'],clickbait
959,"['http://t.co/mi8aUqPwEz', 'http://t.co/gfPhaEHvnZ']",no-clickbait
960,['http://t.co/kuolmCRUAa'],clickbait
961,"['http://t.co/Kcvwdx9LJA', 'http://t.co/4O5azrGj9p']",no-clickbait
962,"['http://t.co/UNsXcBlo4j', 'http://t.co/MgfIpe0UKP']",no-clickbait
963,['http://t.co/KcqATI7v8A'],no-clickbait
964,"['http://t.co/88A6lOiCLX', 'http://t.co/nhBGR74x3W']",clickbait
965,"['http://t.co/5fgxKt8S6k', 'http://t.co/0ZYDfGKIih']",no-clickbait
966,"['http://t.co/O76MkqTpiu', 'http://t.co/sO9EWCNeLB']",no-clickbait
967,"['http://t.co/TAhX9yU45J', 'http://t.co/uuA242aDqG']",clickbait
968,['https://t.co/7pZdJEOreQ'],clickbait
969,"['http://t.co/wZ2TRb5bOl', 'http://t.co/OklobG64gb']",no-clickbait
970,"['http://t.co/1qmIhYHsKx', 'http://t.co/GfXTB5wggD']",clickbait
971,"['http://t.co/dGN8GBsDhG', 'http://t.co/q7oXpLUULQ']",no-clickbait
972,"['https://t.co/fCXI0KD0tT', 'http://t.co/5aJu4UzW4c']",no-clickbait
973,"['http://t.co/3Qwh05CuZ4', 'http://t.co/eRqXeRCtSg']",no-clickbait
974,"['http://t.co/gvswFdem1m', 'http://t.co/xJ01fDNQ2E']",clickbait
976,['https://t.co/9KZyU1Vi2S'],no-clickbait
977,"['http://t.co/8Rp8kKqaaO', 'http://t.co/FdlmqigUWy']",no-clickbait
978,"['http://t.co/OgAvYyA42m', 'http://t.co/XqvTzuemGp']",clickbait
979,"['http://t.co/DyiCABIKgQ', 'http://t.co/3x6zowEOTL']",no-clickbait
980,"['https://t.co/e0K7DCLIyr', 'http://t.co/l6lExAzqXD']",clickbait
981,['http://t.co/TRllgEvKL1'],no-clickbait
982,['http://t.co/wzpfjOmbAw'],no-clickbait
983,"['http://t.co/0G1VggNg4T', 'http://t.co/H9CCP03nYT']",no-clickbait
984,"['http://t.co/OiGslnUK5D', 'http://t.co/xRsymgneMQ']",no-clickbait
985,['http://t.co/oonXk1sXKW'],no-clickbait
986,['http://t.co/zP2EdAifQ0'],no-clickbait
987,"['http://t.co/FFkqJFLp4I', 'http://t.co/2VzN9UaWVv']",no-clickbait
988,['http://t.co/d9yW3ujYXL'],no-clickbait
989,"['http://t.co/RJYYeZ7lXE', 'http://t.co/zBZjkgJalj']",no-clickbait
990,"['http://t.co/IQJ1cCXpna', 'http://t.co/WnPMJ9X42W']",clickbait
991,['http://t.co/n1wxF9IUNI'],no-clickbait
992,['http://t.co/sY6RxKJ8ZC'],no-clickbait
993,['http://t.co/KsqYoX6SoH'],no-clickbait
994,['http://t.co/zqFpPidTpi'],clickbait
995,"['http://t.co/YETFeM8znz', 'http://t.co/vHr8EPGPYM']",no-clickbait
996,"['http://t.co/roK7OKisTQ', 'http://t.co/IPz3jftavi']",no-clickbait
997,"['http://t.co/WXF2oZ0cDU', 'http://t.co/I4ISVZxv5u']",no-clickbait
998,"['http://t.co/YGAmGU0KIm', 'http://t.co/KOyJz30uvU']",no-clickbait
999,['http://t.co/6QkwL0e7Vu'],clickbait
1000,"['http://t.co/TbEzEoGhhd', 'http://t.co/RtSC5wRn16']",no-clickbait
1001,"['http://t.co/yGadJhNQeq', 'http://t.co/MyG3vBmzr7']",no-clickbait
1003,"['http://t.co/ghzXf4GvX9', 'http://t.co/AcHKOabmXi']",no-clickbait
1004,['http://t.co/Qo2RUkzbdd'],no-clickbait
1005,"['http://t.co/jxKbKaA5uc', 'http://t.co/g49P7Xc']",no-clickbait
1006,['http://t.co/IZYzThOz5s'],clickbait
1007,"['http://t.co/EJdRVywqvn', 'http://t.co/aBMwPSLgBK']",no-clickbait
1008,"['http://t.co/Ifdv0qfiXY', 'http://t.co/Lm4vfemiEx']",no-clickbait
1009,"['http://t.co/UDGgwnTAEx', 'http://t.co/n38wJuFEBC']",no-clickbait
1010,"['http://t.co/xeLZNxq2BU', 'http://t.co/8WWZGKYbv0']",no-clickbait
1011,['http://t.co/PGkdkbos4A'],no-clickbait
1012,['http://t.co/N20IIwwEZV'],no-clickbait
1013,['http://t.co/a243lmdta9'],no-clickbait
1014,"['http://t.co/fgek9vMgKb', 'http://t.co/7ekf2GVjdi']",no-clickbait
1016,"['http://t.co/hkagMOvToV', 'http://t.co/12CGd6xfQn']",no-clickbait
1017,"['http://t.co/BvBcN81wR1', 'http://t.co/PQD1bo']",no-clickbait
1018,"['http://t.co/Y3v4dmltOD', 'http://t.co/YI9TtwtPCa']",no-clickbait
1019,"['http://t.co/7sp30PrIqC', 'http://t.co/']",no-clickbait
1020,"['http://t.co/1oNgvWeziG', 'http://t.co/20GH7GF2Pi']",no-clickbait
1021,"['http://t.co/aZ2KeuosbE', 'http://t.co/ufuxsRHuMj']",no-clickbait
1022,['http://t.co/IMxm3Iafzg'],no-clickbait
1023,"['http://t.co/fjqcoPAbWv', 'http://t.co/V84I8UsK9j']",no-clickbait
1024,['http://t.co/Bo9S4LPjvF'],no-clickbait
1025,"['http://t.co/HM2J74esLi', 'http://t.co/lgoFUfwart']",no-clickbait
1026,"['http://t.co/9aPnnAGc0A', 'http://t.co/1J2uvszwWg']",clickbait
1027,['http://t.co/JdC4BS4oMz'],no-clickbait
1028,"['http://t.co/CWL5JcsA7Y', 'http://t.co/Q0XQCS7aum']",no-clickbait
1029,"['http://t.co/7C0RBvqUjC', 'http://t.co/V2dYBQEN2t']",clickbait
1030,"['http://t.co/ZIsdl2dYOJ', 'http://t.co/dVcA0xUhyu']",no-clickbait
1031,['http://t.co/UlHbB4iMSY'],no-clickbait
1032,['http://t.co/9KBTREL3ZO'],clickbait
1033,"['http://t.co/HhBEnQfbRv', 'http://t.co/WrHaQaap']",no-clickbait
1034,"['http://t.co/y003YcRm1J', 'http://t.co/CpR70ttWEh']",clickbait
1035,"['http://t.co/HAhU3MmiMf', 'http://t.co/']",no-clickbait
1036,"['http://t.co/Ul8axUWk6X', 'http://t.co/QLtWdOtEWw']",no-clickbait
1037,"['http://t.co/iZX3QYfzPS', 'http://t.co/5SvsSEWjEm']",no-clickbait
1038,"['http://t.co/oRcU26xuRT', 'http://t.co/kedyuTt2De']",clickbait
1039,"['http://t.co/hSPfQMITmn', 'http://t.co/lIP0WN8hIa']",no-clickbait
1040,['http://t.co/fwYj8Ozsok'],no-clickbait
1041,"['http://t.co/kWyTJIZMf1', 'http://t.co/wwK0qrtOnW']",no-clickbait
1042,"['http://t.co/zjpnotCjFj', 'http://t.co/44BOoGIpZi']",clickbait
1043,"['http://t.co/SNxzaygJSn', 'http://t.co/vBIpyRQGtS']",no-clickbait
1044,['http://t.co/vb1I1DcVdG'],no-clickbait
1045,"['https://t.co/yDdeKYavdH', 'http://t.co/3BhbU9S460']",clickbait
1046,"['http://t.co/PExV93CHif', 'http://t.co/A7LL1besDw']",no-clickbait
1047,"['http://t.co/NddYWgYJRY', 'http://t.co/8ECJLXaRWQ']",no-clickbait
1048,['http://t.co/gbchc4XbLP'],no-clickbait
1049,"['http://t.co/K1sV6Bv90Y', 'https://t.co/Z2bDIxyspv']",no-clickbait
1050,"['http://t.co/fwCRKM6SPi', 'http://t.co/19pBr0JRio']",no-clickbait
1051,['http://t.co/kfXk3ZXiZg'],no-clickbait
1052,"['http://t.co/1u1pHb36J3', 'http://t.co/1pUaTaL49Q']",no-clickbait
1053,['http://t.co/nhSoWgorKU'],no-clickbait
1054,"['http://t.co/lKG1dVmL5g', 'http://t.co/Ua1ihqBEGn']",no-clickbait
1055,"['http://t.co/PumCHA8e5c', 'http://t.co/IaxUZOk5LL']",clickbait
1056,['http://t.co/veBBG7Dmrl'],no-clickbait
1057,"['http://t.co/ksAqSSNVnL', 'http://t.co/b9w8VH1HFd']",no-clickbait
1058,"['http://t.co/09VV7WYjis', 'http://t.co/ARTKoCwN9C']",no-clickbait
1059,"['http://t.co/LVRJpT8nsd', 'http://t.co/UDCRBiz3f9']",no-clickbait
1060,['http://t.co/jUDS6Ngw8W'],no-clickbait
1061,['http://t.co/AR0TZ8FeEd'],no-clickbait
1062,['http://t.co/1kw6igtTUD'],no-clickbait
1063,"['http://t.co/GP2zcO28rC', 'http://t.co/6bmNl3CU9W']",no-clickbait
1064,['http://t.co/Q6LF6UmMx1'],clickbait
1065,"['http://t.co/RXfB6DsFMq', 'http://t.co/EEo0s7fdxb']",clickbait
1066,"['http://t.co/3SKiXNaPL5', 'http://t.co/SlBJ3wrljg']",no-clickbait
1067,"['http://t.co/3KLq9fIwId', 'http://t.co/gG2IkSDNCQ']",no-clickbait
1068,"['http://t.co/YDR6dKhhA9', 'http://t.co/vTbPCus3Fy']",no-clickbait
1069,"['http://t.co/SI3RnM3G9K', 'http://t.co/K2gXCIx7Rf']",no-clickbait
1070,['http://t.co/KXUWRySK1E'],no-clickbait
1071,['http://t.co/gEYsHHOuVq'],no-clickbait
1072,"['http://t.co/Zynou9Kr5n', 'http://t.co/NAJrt9sgom']",no-clickbait
1073,['http://t.co/5P9PMA9ndW'],no-clickbait
1074,"['http://t.co/4rOPXIvv5d', 'http://t.co/oFKm86OC0o']",no-clickbait
1075,"['https://t.co/WPJbVoN3J2', 'http://t.co/1SfAASMyyS']",no-clickbait
1076,"['http://t.co/z894afd9Sc', 'http://t.co/G1HIVL2MFr']",no-clickbait
1077,"['http://t.co/okDlo4yjtP', 'http://t.co/UnZoGMTB9M']",no-clickbait
1078,"['http://t.co/eN4Trqb2gC', 'http://t.co/O9ZGwT9Qmb']",clickbait
1079,"['http://t.co/uOEovfceIh', 'http://t.co/KVSTtTnJu7']",no-clickbait
1080,['https://t.co/Ys52IYCLhA'],no-clickbait
1081,"['http://t.co/JPplS8iTX9', 'http://t.co/Q5gTQA1Fal']",clickbait
1082,"['http://t.co/7gAYp89F3U', 'http://t.co/OcrDlaXOgj']",clickbait
1083,['http://t.co/Iz49ErREki'],no-clickbait
1084,"['http://t.co/MkQagRTLe6', 'http://t.co/WOtKzJC4hr']",no-clickbait
1085,['http://t.co/QfRTH7ZBdd'],clickbait
1086,['https://t.co/pebUpn4b7o'],no-clickbait
1087,"['http://t.co/Zlp1L0J9zr', 'http://t.co/IzIkCLJUjM']",no-clickbait
1088,"['http://t.co/AHRh5Pfcor', 'http://t.co/SKShLuHcNE']",no-clickbait
1089,"['http://t.co/5uYmlTmn9K', 'http://t.co/']",no-clickbait
1090,"['http://t.co/QnbXqXgpdG', 'http://t.co/KSmlL2ra0c']",no-clickbait
1091,['http://t.co/1MboxWzzpS'],no-clickbait
1092,"['http://t.co/oWtns5wOyv', 'http://t.co/NQ6m5YxKj0']",no-clickbait
1093,"['http://t.co/xGQVO1yGoN', 'http://t.co/to']",no-clickbait
1094,['http://t.co/SVnaeXwqlW'],no-clickbait
1095,"['http://t.co/PyOu8aKUkR', 'http://t.co/KIMwgRbVy2']",clickbait
1096,"['http://t.co/CuHjwQLlKc', 'http://t.co/URN3AWgoR1']",clickbait
1097,"['http://t.co/oeW0sVxw2q', 'http://t.co/TkDXBGDK9S']",no-clickbait
1098,"['http://t.co/B3W7hfNO1t', 'http://t.co/3Z9gkP6u01']",no-clickbait
1099,['http://t.co/o69NpS0anc'],clickbait
1100,"['http://t.co/caWk0yd92X', 'http://t.co/TISR7JogQS']",no-clickbait
1101,['http://t.co/Tb2PKcQY4r'],no-clickbait
1102,"['http://t.co/ztuxQmOEHr', 'http://t.co/zvB0KgqKxb']",no-clickbait
