type_rumor;title;date;content
"RUMEUR";"Senator John Kerry voted to kill every military appropriation for the development and deployment of every weapons systems since 1988.";"2004";"Sen. John Kerry  Democrat from Massachusetts  HE says he is strongest  Presidential Candidate on National Defense!  He said Check the Record..  We Did !  Here is what we learned.  He voted to kill the B-1 Bomber  He voted to kill the B-2 Stealth Bomber He voted to kill the F-14  He voted to kill the F-15 Strike Eagle  He voted to kill the F-16  He voted to kill the AV-8B Harrier Vertical Takeoff and Landing Jet Fighter  He voted to kill the AH-64 Apache Helicopter  He voted to kill the Patriot Anti-Missile System  He voted to kill the Aegis Anti-Aircraft System  He voted to kill the Trident Missile System  He voted to kill the M-1 Abrams Tank  He voted to kill the Bradley Fighting Vehicle  He voted to kill the Tomahawk Cruise Missile  In short, he voted to kill every military appropriation for the development and deployment of every weapons systems since 1988 to include the battle armor for our troops. With Kerry as president our Army will be made up of naked men running around with sticks and clubs."
"RUMEUR";"Teresa Heinz Kerry donates millions of dollars to fringe political groups through the Tides Foundation.";"2004";"By Paul R. Hollrah Former STATE REPRESENTATIVE, DISTRICT NO. 8, OK  Maria Teresa Thiersten Simoes-Ferreira Heinz Kerry was born in Mozambique, the daughter of a Portuguese physician, and was educated in Switzerland and South Africa. Fluent in five languages, she was working as a United Nations interpreter in Geneva in the mid-60's when she met a handsome young American, H. John Heinz, III, who worked at a bank in Geneva. He told her his family was in the food business. They were married in 1966 and returned to Pittsburgh where his family ran the giant H.J. Heinz food company.  He was elected to the U.S. House of Representatives in 1971, and in 1976 he was elected to the first of three terms in the United States Senate. Senator H. John Heinz was a friend of mine - not a close friend, not a golfing buddy, but a friend nonetheless. The last time I saw him alive was, oddly enough, in the men's restroom at the Maverick Steakhouse, a favorite nighttime eatery and watering hole for politicians and lobbyists in Harrisburg, Pennsylvania. The senator was standing at a wash basin, drying his hands, when I entered the room. When he turned and saw me he rushed toward me, threw his arms around me, and said, Paul, it's good to see you! All I could do was mumble, Senator, do you really think we should be seen hugging each other in a men's restroom? He didn't think so, and neither did I, but we shared a good laugh over his impromptu display of affection.  Several years later, in 1991, he was killed when his plane collided with a Sun Oil Company helicopter over a Philadelphia suburb — the same helicopter that I often used to travel between Philadelphia and Washington, DC. The senator, his pilot and co-pilot, and both of Sun's helicopter pilots were killed. He was survived by his wife, Teresa, and their three young sons.  Four years later, after inheriting Heinz's $500 million fortune, she married Senator John Forbes Kerry, the liberal junior senator from Massachusetts. She became a registered Democrat and the process of her radicalization was set in motion. Heinz Kerry is not shy about telling people that she required Kerry to sign a pre-nuptial agreement before they were married. John Kerry may not have check-writing privileges on the Heinz catsup and pickle fortune, but he is certainly a willing and uncomplaining beneficiary of it.  A lot of hard-earned money, made through many years of hawking catsup, pickles, and soup, has fallen into the hands of two people who despise successful people and who believe in the confiscatory redistribution of wealth.  So how does Mrs. Heinz Kerry spend John Heinz's money? Just one example: According to the G2 Bulletin, an online intelligence newsletter of WorldNetDaily, in the years between 1995-2001 she gave more than $4 million to an organization called the Tides Foundation. And what does the Tides Foundation do with John Heinz's money?  1) They support numerous anti-war groups, including Ramsey Clark's International Action Center. Clark has offered to defend Saddam Hussein when he's tried.  2) They support the Democratic Justice Fund, a joint venture of the Tides Foundation and billionaire hate-monger George Soros. The Democratic Justice Fund seeks to ease restrictions on Muslim immigration from terrorist states.  3) They support the Council for American-Islamic Relations, whose leaders are known to have close ties to the terrorist group, Hamas.  4) They support the National Lawyers Guild, organized as a communist front during the Cold War era. One of their attorneys, Lynne Stewart, has been arrested for helping a client, Sheikh Omar Abdel Rahman, communicate with terror cells in Egypt. He is the convicted mastermind of the 1993 World Trade Center bombing.  5)They support Planned Parenthood, the National Abortion Rights Action League, and the Abortion Action Project.  6) They support the most violent of all homosexual action groups, ACT-UP. 7) They support the Barrio Warriors, a radical Hispanic group whose primary goal is to return all of Arizona, California, New Mexico, and Texas to Mexico.  These are but a few of the radical groups that benefit, through the anonymity provided by the Tides Foundation, from the generosity of our would-be first lady — the wealthy widow of Republican senator John Heinz, and now the wife of the Democratic senator who aspires to be the 44th President of the United States.  If voters will only try to imagine a woman such as Teresa Heinz Kerry, the fairy godmother of the radical left, laying her head on a pillow each night just inches from the President of the United States, hopefully they will decide that the only way these two will ever be allowed into the White House is with an engraved invitation in hand.  As I recall that somewhat embarrassing chance meeting in the men's restroom at the Maverick Steakhouse in Harrisburg, instead of mumbling some inane nonsense about getting caught in a friendly embrace, I wish now that I'd had the good sense to whisper in his ear, John! Go home! Get a lawyer! Change your will! But, of course, we didn't know her then, did we?  Following is a brief background on Mrs. John Kerry . She hates being called that, by the way: Maria Teresa Thiersten Simoes-Ferreira Heinz Kerry. Married Senator Kerry in 1995. She only took his name eighteen months ago and she is an interesting paradox of conflicts.  If you thought John Kerry was scary, he doesn’t hold a candle to his wife! Maria Teresa Thiersten Simoes-Ferreira Heinz Kerry was born in Mozambique, the daughter of a Portuguese physician, was educated in Switzerland and South Africa. Fluent in five languages, she was working as a United Nations interpreter in Geneva in the mid-60’s when she met a handsome young American, H. John Heinz, III, who worked at a bank in Geneva. He told her his family was in the food business.  They were married in 1966 and returned to Pittsburgh where his family ran the giant H. J. Heinz food company. He was elected to the US House of Representatives in 1971, and in 1976 he was elected to the first of three terms in the United States Senate. A Republican, he wrote a burning diatribe against some of the causes backed by young House member John Kerry.)  Several years later, in 1991, he was killed when his plane collided with a Sun Oil Company helicopter over a Philadelphia suburb. The senator, his pilot and copilot, and both of Sun’s helicopter pilots were killed. He was survived by his wife, Teresa, and their three young sons.  Four years later, having inherited Heinz's $500 million fortune, she married Senator John Forbes Kerry, the liberal then-junior senator from Massachusetts. She became a registered Democrat and the process of her radicalization was set in motion.  Heinz Kerry is not shy about telling people that she required Kerry to sign a prenuptial agreement before they were married. John Kerry may not have check writing privileges on the Heinz catsup and pickle fortune, but he is certainly a willing and uncomplaining beneficiary of it.  A lot of hard-earned money, made through many years of hawking catsup, mustard, and pickles has fallen into the hands of two people who despise successful entrepreneurship and who believe in the confiscatory redistribution of wealth.  So how does Mrs. Heinz Kerry spend John Heinz's money? Just one example:  According to the G2 Bulletin, an online intelligence newsletter of WorldNetDaily, in the years between 1995-2001 she gave more than $4 million to an organization called the Tides Foundation. And what does the Tides Foundation do with John Heinz’s money?  They support numerous antiwar groups, including Ramsey Clark’s International Action Center. Clark has offered to defend Saddam Hussein when he’s tried.  They support the Democratic Justice Fund, a joint venture of the Tides Foundation and billionaire hate-monger George Soros. The Democratic Justice Fund seeks to ease restrictions on Muslim immigration from terrorist states.  They support the Council for American-Islamic Relations, whose leaders are known to have close ties to the terrorist group, Hamas.  They support the National Lawyers Guild, organized as a communist front during the Cold War era. One of their attorneys, Lynne Stewart, has been arrested for helping a client, Sheikh Omar Abdel Rahman, communicate with terror cells in Egypt. He is the convicted mastermind of the 1993 World Trade Center bombing.  They support the Barrio Warriors, a radical Hispanic group whose primary goal is to return all of Arizona, California, New Mexico, and Texas to Mexico.  These are but a few of the radical groups that benefit, through the anonymity provided by the Tides Foundation, from the generosity of our would-be first lady, the wealthy widow of Republican senator John Heinz, and now the wife of the Democratic senator who aspires to be the 44th President of the United States.  Aiding and supporting our enemies is not good for America, regardless of your political views.  If voters will open their eyes, educate themselves and see the real Teresa Heinz Kerry, they will not appreciate her position as ultra rich fairy godmother of the radical left. They will not want to imagine her laying her head on a pillow each night inches away from the President of the United States.  Hopefully they love this country enough to decide that the only way these two will ever be allowed into the White House is with an engraved invitation in hand.  Instead of deleting this, pass it on. Let everyone know these people are unfit to represent this great nation. The uninformed will never hear the truth from the press, who wants Kerry elected!  Those who buy the Kerry facade, beware what you vote for — you may regret that you got it!"
"RUMEUR";"Senator John Kerry's wife owns Heinz, a company that outsources much of its work abroad.";"2004";"Kerry does not like off shore companies: Oh Really? Just came across a bit of information regarding Kerry and his claim of the Bush administration sending jobs abroad. Well, it seems that the Heinz Corporation, owned by Kerry's wife, has 79 plants where it manufacturers products and 57 of the 79 are located in countries outside of the U.S. How many U.S. jobs are lost here?  Factories located at: Taipei, Taiwan (makes Heinz baby foods) Dublin, Ireland Paris, France Dovarmenez, France Lisbon, Portugal Madrid, Spain Milan, Italy Monguzzo, Italy Athens, Greece Warsaw, Poland Pudliszki, Poland Wodzislaw, Poland Miedzychod, Poland Moscow, Russia Georgievisk, Russia Cairo, Egypt Tel Aviv, Israel Haifa, Isreal Elst, The Netherlands and 6 other plants there Brussels, Belgium Dusseldorf, Germany Seesen, Germany Turnhout, Belgium Rovereto, Italy Chateaurenand, France North York, Ontario, Canada Wheatley, Ontario, Canada Caracas,Venezuela San Jose, Costa Rica Johannesburg, South Africa Gaborone, Botswana Harare, Zimbabwe Cheguta, Zimbabwe Wellington, South Africa Melbourne, Victoria, Australia Republic of Singapore Auckland, New Zealand Tokyo, Japan Guangzhov, People's Republic of China (makes infant cereal) Qingdao, People's Republic of China (makes infant foods, ketchup, mayonnaise & puree) Inchon, South Korea (makes Heinz products and StarKist) Bangkok, Thailand Mumbai, India Jakarta, Indonesia Surabaya, Indonesia Manila, Philippines Wanchai, Hong Kong.  Also recently purchased from Bordens these products: Classico Pasta Sauce Aunt Millies Pasta Sauce Mrs. Grass Receipt Soups Wylers Bouillons & Soups.  Think of the conflict of interest a President would have who's wife owns business interests in all of these countries and others. Pass it on!!!!"
"RUMEUR";"John Kerry's Vietnam War service medals (a Bronze Star, a Silver Star and three Purple Hearts) were earned under fishy circumstances.";"2004";"This was written by a retired admiral and Annapolis graduate. The item offers no direct testimony about Kerry, but it does provide informed background useful in assessing what Kerry seems to have claimed for himself. It confirms information I have received from other sources.  Our media should be demanding that Senator Kerry open his service records in the same way they demanded that of President Bush regarding his NG service.  I was in the Delta shortly after he [Kerry] left. I know that area well. I know the operations he was involved in well. I know the tactics and the doctrine used. I know the equipment. Although I was attached to CTF-116 (PBRs) I spent a fair amount of time with CTF-115 (swift boats), Kerry's command.  Here are my problems and suspicions:  (1) Kerry was in-country less than four months and collected, a Bronze Star, a Silver Star and three purple hearts. I never heard of anybody with any outfit I worked with (including SEAL One, the Sea Wolves, Riverines and the River Patrol Force) collecting that much hardware so fast, and for such pedestrian actions. The Swifts did a commendable job. But that duty wasn't the worst you could draw. They operated only along the coast and in the major rivers (Bassac and Mekong). The rough stuff in the hot areas was mainly handled by the smaller, faster PBRs.  (2) Three Purple Hearts, but no limp. All injuries so minor that no time lost from duty. Amazing luck. Or he was putting himself in for medals every time he bumped his head on the wheel house hatch? Combat on the boats was almost always at close range. You didn't have minor wounds. At least not often. Not three times in a row. Then he used the three purple hearts to request a trip home eight months before the end of his tour. Fishy.  (3) The details of the event for which he was given the Silver Star make no sense at all. Supposedly, a B-40 was fired at the boat and missed. Charlie jumps up with the launcher in his hand, the bow gunner knocks him down with the twin .50, Kerry beaches the boat, jumps off, shoots Charlie, and retreives the launcher. If true, he did everything wrong.  (a) Standard procedure when you took rocket fire was to put your stern to the action and go balls to the wall. A B-40 has the ballistic integrity of a frisbie after about 25 yards, so you put 50 yards or so between you and the beach and begin raking it with your .50's.  (b) Did you ever see anybody get knocked down with a .50 caliber round and get up? The guy was dead or dying. The rocket launcher was empty. There was no reason to go after him (except if you knew he was no danger to you just flopping around in the dust during his last few seconds on earth, and you wanted some derring do in your after-action report). And we didn't shoot wounded people. We had rules against that, too.  (c) Kerry got off the boat. This was a major breach of standing procedures. Nobody on a boat crew ever got off a boat in a hot area. EVER! The reason was simple. If you had somebody on the beach your boat was defenseless. It coudn't run and it couldn't return fire. It was stupid and it put his crew in danger. He should have been relieved and reprimanded. I never heard of any boat crewman ever leaving a boat during or after a firefight.  Something is fishy.  Here we have a JFK wannabe (the guy Halsey wanted to court martial for carelessly losing his boat and getting a couple people killed by running across the bow of a Jap destroyer) who is hardly in Vietnam long enough to get good tan, collects medals faster than Audie Murphy in a job where lots of medals weren't common, gets sent home eight months early, requests separation from active duty a few months after that so he can run for Congress, finds out war heros don't sell well in Massachusetts in 1970 so reinvents himself as Jane Fonda, throws his ribbons in the dirt with the cameras running to jump start his political career, gets Stillborn Pell to invite him to address Congress and Bobby Kennedy's speechwriter to do the heavy lifting, winds up in the Senate himself a few years later, votes against every major defense bill, says the CIA is irrelevant after the Wall came down, votes against the Gulf War, a big mistake since that turned out well, decides not to make the same mistake twice so votes for invading Iraq, but oops, that didn't turn out so well so he now says he really didn't mean for Bush to go to war when he voted to allow him to go to war.  I'm real glad you or I never had this guy covering our flanks in Vietnam. I sure don't want him as Commander in Chief. I hope that somebody from CTF-115 shows up with some facts challenging Kerry's Vietnam record. I know in my gut it's wildy inflated. And fishy."
"RUMEUR";"The state of New York is requiring residents to take their lawn mowers for annual safety inspections.";"July 2014";"is new york state requiring everyone that owns a riding lawnmower to have it inspected in Augest 2014 or face the possibility of getting a ticket or having your lawnmower taken from the owner"
"RUMEUR";"Pennsylvania passed a law banning New Jersey drivers from its highways.";"December 2013";"I have been hearing from co-workers about a news report popping up on Facebook stating the Governor Tom Corbett has signed a bill banning all New Jersey drivers from Pennsylvania roadways unless they have their vehicles marked as student driver. This sounds sublimely rediculous to me."
"RUMEUR";"New law going into effect in November 2007 will make it illegal for motorists in Pennsylvania to use cell phones while driving.";"October 2007";"Legislative Brief Handheld Mobile Telephone Use State of Pennsylvania  Effective November 10, 2007 motorists in the state of Pennsylvania will be prohibited from using handheld mobile telephones while operating a vehicle. The Bill (House Bill No. 1827) amends Title 75 of the Pennsylvania Consolidated Statues and was passed on September 11, 2007.  The Bill states that No driver shall operate any moving vehicle on a highway of this Commonwealth, which shall include Federal, State and municipal highways, while using a handheld mobile telephone.  The term handheld mobile telephone is defined by the bill as:  A mobile telephone other than a hands-free mobile telephone with which a user engages in a call using at least one hand.  It also defines hands-free mobile telephone as follows:  A mobile telephone that has an internal feature or function, or that is equipped with an attachment or addition, whether or not permanently part of such mobile telephone, by which a user engages in a call without the use of either hand, whether or not the use of either hand is necessary to activate, deactivate or initiate a function of such telephone.  The new law does not apply, however to the following, when on duty and acting in their official capacities:  Law Enforcement Officers Operators of Emergency Vehicles The bill also mentions that defensible actions for the use of a handheld mobile telephone will be:  The driver had reason to fear for the driver's safety Reporting a traffic accident Making a 911 emergency call A person who is found to be in violation of this section commits a summary offense and upon conviction, will be sentenced to pay a $50 fine."
"RUMEUR";"E-mail lists new traffic laws going into effect in 2007 California (or Texas, or Georgia, or Florida, or Washington).";"June 2007";"1. Carpool lane - 1st time $1068.50 starting 7/1/07 (The $271 posted on the highway is old). Don't do it again because 2nd time is going to be double. 3rd time triple, and 4th time license suspended.  2. Incorrect lane change - $380. Don't cross the lane on solid lines or intersections.  3. Block intersection - $485  4. Driving on the shoulder - $450  5. Cell phone use in the construction zone. - Double fine as of 07/01/07. Cell phone use must be hands free while driving.  6. Passengers over 18 not in their seatbelts - both passengers and drivers get tickets.  7. Speeders can only drive 3 miles above the limit.  8. DUI = JAIL (Stays on your driving record for 10 years!)  9. As of 07/01/07 cell phone use must be hands free while driving. Ticket is $285. They will be looking for this like crazy - easy money for police department."
"RUMEUR";"Michigan motorists can be fined for not signing the backs of their car registrations.";"January 2007";"SIGN CAR REGISTRATION OR PAY $125  Make sure your car registration has been signed on the back to avoid paying a $125 fine if you're ever pulled over for anything.  New legislation in Michigan.  At the Secretary of States office the customer service representative told me to please be sure that the registered owner of the vehicle signed the registration. She explained that if you are pulled over and the back of your registration is not signed (even though it is valid), you will be fined $125.00.  I was so stunned I had to clarify: So, if I get pulled over, and even though my tags are valid, and the registration is in my possession, BUT it is not signed by the registered owner, I will be given a ticket for $125.00? She answered YES! Apparently, this is Michigan state legislature that has recently been put into effect. Pass it on"
"RUMEUR";"State police are about to launch a 30-day speeding ticket frenzy in:  New Jersey Tri-Cities area, Tennessee (or all of Tennessee) Dallas (or all of Texas) Orange County, California Detroit (or all of Michigan) Honolulu, Hawaii Pittsburgh (or all of Pennsylvania) South Carolina Oklahoma Louisville, Kentucky (or all of Kentucky) Portland, Oregon Atlanta, Georgia Louisiana Alabama California MarylandFALSE";"May 2005";"New Jersey will launch a 30-day speeding ticket frenzy. The state estimates that 9 million dollars will be generated in speeding tickets. 1 million will go to pay state troopers overtime. There will be 50 state troopers on duty at all times patrolling the 9 main intersections and highways.  They are the following: I-295 north and south 1-95 (Jersey Turnpike) north and south 1-80 east and west I-287 north and south I-78 east and west I-195 east and west 1-280 east and west Rt. 130 north and south Garden State Parkway north and south  Now 5 mph above the limit can justify a ticket and every state trooper is supposed to pull a car over and write a ticket every 10 minutes. They have issued 30 brand new unmarked Crown Victoria cruisers and they are bringing all their part timers on full time. If you work in New Jersey, New York, or CT, you must take one of there interstates, routes, or parkways. It's up to you how fast you are doing when they do. I was told 101.5 FM confirmed all of this.  So be safe and don't forget speeding tickets are on you.  You've been warned."
"RUMEUR";"E-mail reproduces letter from John and Cindy McCain to John Hinckley.";"October 2008";"I just received this email. It looks bogus, but I can't find anything concerning it.     September 19, 2008  To: John Hinckley  From: John McCain  My wife and I wanted to drop you a short note to tell you how pleased we are with the great strides you are making in your recovery. In our fine country's new spirit of understanding and forgiveness, we want you to know there is a bilateral consensus of compassion and forgiveness throughout.  My wife Cindy and I want you to know that no grudge is borne against you for shooting President Reagan. We, above all, are aware of how the mental stress and pain could have driven you to such an act of desperation. We are confident that you will soon make a complete recovery and return to your family to join the world again as a healthy and productive young man.  Best Wishes,  John and Cindy McCain  PS: Barack Obama has been humping Jodie Foster.  I thought you should know."
"RUMEUR";"John McCain was one-upped by a heckler during a campaign stop.";"October 2008";"Is this true?  While he was making a campaign stop in Pennsylvania yesterday, John McCain kept getting interrupted by a heckler who shouted I am a Democrat! over and over.  McCain was obviously getting pissed, but he kept his anger bottled up long enough to respond to the heckler with, My friend, can I ask you *why* you're a Democrat?  The heckler said: My grandfather was a Democrat, my father was a Democrat, and I am a Democrat!  What if you father had been a jackass? McCain asked sarcastically. Then what would you be?  A Republican! the heckler yelled back."
"RUMEUR";"John McCain came up with a clever put-down for a student who claimed the older generation can't understand the current one.";"September 2008";"A stunning senior moment  A self-important college freshman attending a recent football game took it upon himself to explain to John McCain sitting next to him why it was impossible for the older generation to understand his generation.  'You grew up in a different world, actually an almost primitive one', the student said, loud enough for many of those nearby to hear. 'The young people of today grew up with television, jet planes, space travel, man walking on the moon. Our space probes have visited Mars. We have nuclear energy, ships and electric and hydrogen cars, cell phones, computers with light-speed processing ... and more.'  After a brief silence, John McCain responded as follows:  'You're right, son. We didn't have those things when we were young ... so we invented them. Now, you arrogant little boy, what are you doing for the next generation?'  The applause was amazing ..."
"RUMEUR";"Letter from Ann and Nancy Wilson of Heart castigates John McCain for using their Barracuda as a campaign song.";"September 2008";"I received the attached photo today reportedly of an article by Ann and Nancy Wilson of Heart asking the Republican campaign to cease and desist using their song Barracuda in ads supporting Sarah Palin. Is this an actual article? It's hard to tell as there is nothing to indicate where or when it might have been published."
"RUMEUR";"John McCain would not be eligible to draw a pension after serving two terms as president.";"August 2008";"Retirement - Mr. President  A point to ponder ...  A president's pension currently is $191,300 per year, until he is 80 years old.  Assuming the next president lives to age 80. Sen. McCain would receive ZERO pension as he would reach 80 at the end of two terms as president. Sen. Obama would be retired for 26 years after two terms and would receive $4,973,800 in pension.  Therefore it would certainly make economic sense to elect McCain in November.  How's that for non partisan thinking?"
"RUMEUR";"John McCain declared during a 60 Minutes interview that he was a war criminal who bombed innocent women and children.";"February 2008";"Is this true?  I am a war criminal, McCain said on 60 Minutes in 1997. I bombed innocent women and children."
"RUMEUR";"ISIS militants fed a captured man's remains to his distraught mother.";"March 2015";"ISIS Fed A Woman Searching For Her Kidnapped Son Some Meat And Rice To Only Find Out The Meat Was Her Own Son     An old Kurdish woman was searching for her son, held by ISIS. They fed her a meal, but it was her son's own body"
"RUMEUR";"President Obama and Hillary Clinton were criminally charged by Egyptian courts with aiding and abetting terrorists.";"February 2015";"Obama & Hillary Officially Charged as Accessories to Terrorism...By The Egyptian Government     BREAKING: Obama And Hillary Officially Charged With Aiding Terrorists     'Accessories' To Terrorism: Obama And Hillary OFFICIALLY Charged"
"RUMEUR";"Image captures caged Christian children burned alive by ISIS.";"February 2015";"According to the UN, ISLAMIC ISIS are Crucifying and Burning children alive!     SO ISIS is now burning people alive? 45 and have children in a cage ready to burn? Tell me why we are not blowing them off the planet? pigs"
"RUMEUR";"Rumor: A nuclear bomb was detonated in Ukraine in February 2015.";"February 2015";"It's all over Facebook that a nuclear bomb went off in the Ukraine?"
"RUMEUR";"Photograph shows an ISIS terrorist crushing babies whose parents have refused to convert from Christianity to Islam.";"September 2014";"They claim to be the religion of peace. They are called the Islamic State in Iraq and Syria.  Barack Obama claims they aren't Islamic. (Hey bud, it's in their name.)  They are Islamic. They are barbarians. They do want to take over the world.  In a three photo slide show, an ISIS cleric kills a baby belonging to a Christian family who refused to convert to Islam. ISIS thugs are spreading across the Middle East and are calling on their affiliates in the United States to begin doing the same. After Friday's beheading in Oklahoma, Americans need to both be on guard and be angry.  The religion of peace has started another Crusade, and most Americans are blissfully unaware.  If there's ever a time to realize that the enemy is here and they must be defeated, it is now."
"RUMEUR";"U.S. troops in Afghanistan have been ordered to carry weapons with no bullets.";"January 2014";"I suspect this is crazy propaganda but a website is promoting this as fact: Obama Regime orders U.S. troops in Afghanistan to carry WEAPONS with NO BULLETS"
"RUMEUR";"The removal of yellowcake uranium from Iraq in 2008 proved that Saddam Hussein had been trying to restart Iraq's nuclear program.";"August 2008";"Uranium in Iraq?  I wonder why this hasn't been on the evening news . . .  Secret U.S. mission hauls uranium from Iraq  Last major stockpile from Saddam's nuclear efforts arrives in Canada  http://www.msnbc.msn.com/id/25546334  Secret U.S. Mission Hauls Uranium From Iraq On July 5, 2008, the Associated Press (AP) released a story titled: Secret U.S. mission hauls uranium from Iraq. The opening paragraph is as follows:  The last major remnant of Saddam Hussein's nuclear program - a huge stockpile of concentrated natural uranium - reached a Canadian port Saturday to complete a secret U.S. operation that included a two week airlift from Baghdad and a ship voyage crossing two oceans.  See anything wrong with this picture? We have been hearing from the far-left for more than five years how, 'Bush lied.' Somehow, that slogan loses its credibility now that 550 metric tons of Saddam's yellowcake, used for nuclear weapon enrichment, has been discovered and shipped to Canada for its new use as nuclear energy.  It appears that American troops found the 550 metric tons of uranium in 2003 after invading Iraq. They had to sit on this information and the uranium itself, for fear of terrorists attempting to steal it. It was guarded and kept safe by our military in a 23,000-acre site with large sand beams surrounding the site.  This is vindication for the Bush administration, having been attacked mercilessly by the liberal media and the far-left pundits on the blogosphere. Now that it is proven that President Bush did not lie about Saddam's nuclear ambitions, one would think the mainstream media would report the story? Once the AP released the story, the mainstream media should have picked it up and broadcast it worldwide.  This never happened, due in large part I believe, to the fact that the mainstream media would have to admit they were wrong about Bush's war motives all along. Thankfully, the AP got it right when it said, The removal of 550 metric tons of 'yellowcake' — the seed material for higher-grade nuclear enrichment — was a significant step toward closing the books on Saddam's nuclear legacy.  Closing the book on Saddam's nuclear legacy? Did Saddam have a nuclear legacy after all? I thought Bush lied? As it turns out, the people who lied were Joe Wilson and his wife.  Valerie Plame engaged in a clear case of nepotism and convinced the CIA to send her husband on a fact finding mission in February 2002, seeking to determine if Saddam Hussein attempted to buy yellowcake from Niger. The CIA and British intelligence believed Saddam contacted Niger for that purpose but needed proof.  During his trip to Niger, Wilson actually interviewed the former prime minister of Niger, Ibrahim Assane Mayaki. Mayaki told Wilson that in June of 1999, an Iraqi delegation expressed interest in 'expanding commercial relations' for the purposes of purchasing yellowcake.  Wilson chose to overlook Mayaki's remarks and reported to the CIA that there was no evidence of Hussein wanting to purchase yellowcake from Niger. However, with British intelligence insisting the claim was true, President Bush used that same claim in his State of the Union address in January of 2003. Outraged by Bush's insistence that the claim was true, Wilson wrote an op-ed in the New York Times in the summer of 2003 slamming Bush.  Wilson did this in spite of the fact that Mayaki said Saddam did try to buy the yellowcake from Niger. The Senate Select Committee on Intelligence disagreed with Wilson and supported Mayaki's claim. This meant nothing to Wilson who was opposed to the Iraq war and thus had ulterior motives in covering up the prime minister's statements.  It was a simple tactic really. If the far-left and their friends in the media could prove Bush lied about Hussein wanting to purchase yellowcake from Niger, it would undermine President Bush's credibility and give them more cause for asking what other 'lies' he may have told.  Yet, the real lie came from Wilson, who interpreted his own meaning from the prime minister's statements and concluded all by himself that the claim of Saddam attempting to purchase yellowcake was 'unequivocally wrong.' Curiously, the CIA sat on this information and did not inform the CIA Director, who sided with Bush on the yellowcake claim. This was made public in a bipartisan Senate Intelligence Committee report in July 2004.  Valerie Plame also engaged in her own lie campaign by spreading the notion that the Bush administration 'outed' her as a CIA agent. Never mind that it was Richard Armitage — no friend of the Bush administration — who leaked Plame's identity to the press. Never mind that Plame had not been in the field as a CIA agent in some six years.  The truth is, due to their opposition to the war, Joe Wilson, Valerie Plame, the mainstream media and their left-wing friends on the blogosphere engaged in a propaganda campaign to undermine the Bush administration. Now that Saddam's uranium has been made public and is no longer a threat to the world, do you think these aforementioned parties will apologize and admit they were wrong? Don't count on it. The rest of the Ame! rican people should hear the truth about Saddam's uranium. It is up to you and me to inform them every chance we get.  As far as the anti-war crowd is concerned, the next time they say that, 'Bush lied,' we should tell them to, 'Have the yellowcake and eat it too.'"
"RUMEUR";"An ABC News report omitted interviews conducted with several dozen U.S. soldiers in Iraq who expressed support for Senator John McCain.";"June 2008";"This from Major General Buckman (Ret.)  My niece, Katelyn, stationed at Baluud, Iraq was assigned, with others of her detachment, to be an escort/guard for Martha Raddatz of ABC News as she covered John McCain's recent trip to Iraq. Katelyn and her Captain stood directly behind Raddatz as she queried GI's walking past. They kept count of the GI's and you should remember these numbers. She asked 60 GI's who they planned to vote for in November. 54 said John McCain, 4 said Obama and 2 said Hillary. Katelyn called home and told her Mom and Dad to watch ABC news the next night because she was standing directly behind Raddatz and maybe they'd see her on TV. Mom and Dad of course, called and emailed all the kinfolk to watch the newscast and maybe see Katelyn. Well, of course, we all watched and what we saw wasn't a glimpse of Katelyn, but got a hell'uva view of skewed news! After a dissertation on McCain's trip and speech, ABC showed 5 GI's being asked by Raddatz how they were going to vote in November 3 for Obama and 2 for Clinton. Not one mention of the 54 for McCain!"
"RUMEUR";"A U.S. sniper, asked what he feels when he shoots an al-Qaeda member, replied: Recoil.";"2006";"While interviewing an anonymous US Special Forces soldier on his sniper skills, a Reuters News agent asked the soldier what he felt when shooting members of al Qaeda in Afghanistan. The soldier shrugged and replied, 'Recoil.'  On December 9, 2005, CNN covered an interview of a US Special Forces soldier, a member of an elite sniper team. A Reuters reporter trying to milk the interview for all it was worth asked the young soldier, in a less than respectful tone, and in an effort to make him feel guilty, What do you feel, if anything, when you shoot an Al Quaeda freedom fighter from such a long distance? The young soldier shrugged his shoulders and replied. RECOIL & turned and walked away.  Katie Couric, while interviewing a Marine sniper, asked: What do you feel when you shoot a terrorist?  The Marine shrugged and replied: Recoil."
